"SECONDS";"PID";"VALUE";"UNITS";
"55342.887103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55343.111103";"Calculated boost";"-0.78325";"bar";
"55343.111103";"Intake manifold absolute pressure";"23";"kPa";
"55343.339103";"Short term fuel % trim - Bank 1";"0";"%";
"55343.578103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55343.799103";"Calculated boost";"-0.79325";"bar";
"55343.799103";"Intake manifold absolute pressure";"22";"kPa";
"55344.041103";"Short term fuel % trim - Bank 1";"0";"%";
"55344.266103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55344.508103";"Calculated boost";"-0.79325";"bar";
"55344.508103";"Intake manifold absolute pressure";"22";"kPa";
"55344.752103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55344.977103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55345.225103";"Calculated boost";"-0.20325";"bar";
"55345.225103";"Intake manifold absolute pressure";"81";"kPa";
"55345.450103";"Short term fuel % trim - Bank 1";"0";"%";
"55345.715103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55345.933103";"Calculated boost";"-0.36325";"bar";
"55345.933103";"Intake manifold absolute pressure";"65";"kPa";
"55346.168103";"Short term fuel % trim - Bank 1";"0";"%";
"55346.392103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55346.609103";"Calculated boost";"-0.54325";"bar";
"55346.609103";"Intake manifold absolute pressure";"47";"kPa";
"55346.860103";"Short term fuel % trim - Bank 1";"0";"%";
"55347.095103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55347.338103";"Calculated boost";"-0.63325";"bar";
"55347.338103";"Intake manifold absolute pressure";"38";"kPa";
"55347.567103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55347.813103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55348.035103";"Calculated boost";"-0.71325";"bar";
"55348.035103";"Intake manifold absolute pressure";"30";"kPa";
"55348.265103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55348.512103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55348.745103";"Calculated boost";"-0.72325";"bar";
"55348.745103";"Intake manifold absolute pressure";"29";"kPa";
"55348.977103";"Short term fuel % trim - Bank 1";"-14.84375";"%";
"55349.231103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55349.466103";"Calculated boost";"-0.68325";"bar";
"55349.466103";"Intake manifold absolute pressure";"33";"kPa";
"55349.698103";"Short term fuel % trim - Bank 1";"-16.40625";"%";
"55349.924103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55350.150103";"Calculated boost";"-0.51325";"bar";
"55350.150103";"Intake manifold absolute pressure";"50";"kPa";
"55350.402103";"Short term fuel % trim - Bank 1";"-10.9375";"%";
"55350.676103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55350.917103";"Calculated boost";"-0.42325";"bar";
"55350.917103";"Intake manifold absolute pressure";"59";"kPa";
"55351.148103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55351.388103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55351.605103";"Calculated boost";"-0.46325";"bar";
"55351.605103";"Intake manifold absolute pressure";"55";"kPa";
"55351.827103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55352.065103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55352.283103";"Calculated boost";"-0.50325";"bar";
"55352.283103";"Intake manifold absolute pressure";"51";"kPa";
"55352.494103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55352.723103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55352.948103";"Calculated boost";"-0.51325";"bar";
"55352.948103";"Intake manifold absolute pressure";"50";"kPa";
"55353.163103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55353.391103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55353.639103";"Calculated boost";"-0.53325";"bar";
"55353.639103";"Intake manifold absolute pressure";"48";"kPa";
"55353.872103";"Short term fuel % trim - Bank 1";"0";"%";
"55354.090103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55354.331103";"Calculated boost";"-0.55325";"bar";
"55354.331103";"Intake manifold absolute pressure";"46";"kPa";
"55354.583103";"Short term fuel % trim - Bank 1";"0";"%";
"55354.805103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55355.021103";"Calculated boost";"-0.56325";"bar";
"55355.021103";"Intake manifold absolute pressure";"45";"kPa";
"55355.265103";"Short term fuel % trim - Bank 1";"-6.25";"%";
"55355.516103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55355.760103";"Calculated boost";"-0.58325";"bar";
"55355.760103";"Intake manifold absolute pressure";"43";"kPa";
"55355.992103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55356.219103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55356.436103";"Calculated boost";"-0.56325";"bar";
"55356.436103";"Intake manifold absolute pressure";"45";"kPa";
"55356.653103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55356.891103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55357.141103";"Calculated boost";"-0.58325";"bar";
"55357.141103";"Intake manifold absolute pressure";"43";"kPa";
"55357.369103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55357.597103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55357.834103";"Calculated boost";"-0.58325";"bar";
"55357.834103";"Intake manifold absolute pressure";"43";"kPa";
"55358.075103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55358.310103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55358.571103";"Calculated boost";"-0.61325";"bar";
"55358.571103";"Intake manifold absolute pressure";"40";"kPa";
"55358.794103";"Short term fuel % trim - Bank 1";"0";"%";
"55359.039103";"Long term fuel % trim - Bank 1";"0";"%";
"55359.271103";"Calculated boost";"-0.67325";"bar";
"55359.271103";"Intake manifold absolute pressure";"34";"kPa";
"55359.482103";"Short term fuel % trim - Bank 1";"0";"%";
"55359.700103";"Long term fuel % trim - Bank 1";"0";"%";
"55359.926103";"Calculated boost";"-0.68325";"bar";
"55359.926103";"Intake manifold absolute pressure";"33";"kPa";
"55360.163103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55360.382103";"Long term fuel % trim - Bank 1";"0";"%";
"55360.601103";"Calculated boost";"-0.68325";"bar";
"55360.601103";"Intake manifold absolute pressure";"33";"kPa";
"55360.855103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55361.078103";"Long term fuel % trim - Bank 1";"0";"%";
"55361.323103";"Calculated boost";"-0.67325";"bar";
"55361.323103";"Intake manifold absolute pressure";"34";"kPa";
"55361.556103";"Short term fuel % trim - Bank 1";"0";"%";
"55361.793103";"Long term fuel % trim - Bank 1";"0";"%";
"55362.028103";"Calculated boost";"-0.67325";"bar";
"55362.028103";"Intake manifold absolute pressure";"34";"kPa";
"55362.261103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55362.492103";"Long term fuel % trim - Bank 1";"0";"%";
"55362.736103";"Calculated boost";"-0.66325";"bar";
"55362.736103";"Intake manifold absolute pressure";"35";"kPa";
"55362.962103";"Short term fuel % trim - Bank 1";"5.46875";"%";
"55363.179103";"Long term fuel % trim - Bank 1";"0";"%";
"55363.400103";"Calculated boost";"-0.66325";"bar";
"55363.400103";"Intake manifold absolute pressure";"35";"kPa";
"55363.631103";"Short term fuel % trim - Bank 1";"0";"%";
"55363.850103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55364.071103";"Calculated boost";"-0.80325";"bar";
"55364.071103";"Intake manifold absolute pressure";"21";"kPa";
"55364.300103";"Short term fuel % trim - Bank 1";"0";"%";
"55364.522103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55364.763103";"Calculated boost";"-0.79325";"bar";
"55364.763103";"Intake manifold absolute pressure";"22";"kPa";
"55365.038103";"Short term fuel % trim - Bank 1";"0";"%";
"55365.263103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55365.490103";"Calculated boost";"-0.78325";"bar";
"55365.490103";"Intake manifold absolute pressure";"23";"kPa";
"55365.715103";"Short term fuel % trim - Bank 1";"0";"%";
"55365.962103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55366.193103";"Calculated boost";"-0.78325";"bar";
"55366.193103";"Intake manifold absolute pressure";"23";"kPa";
"55366.426103";"Short term fuel % trim - Bank 1";"0";"%";
"55366.663103";"Long term fuel % trim - Bank 1";"0";"%";
"55366.892103";"Calculated boost";"-0.73325";"bar";
"55366.892103";"Intake manifold absolute pressure";"28";"kPa";
"55367.134103";"Short term fuel % trim - Bank 1";"0";"%";
"55367.351103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55367.597103";"Calculated boost";"-0.65325";"bar";
"55367.597103";"Intake manifold absolute pressure";"36";"kPa";
"55367.824103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55368.049103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55368.289103";"Calculated boost";"-0.62325";"bar";
"55368.289103";"Intake manifold absolute pressure";"39";"kPa";
"55368.523103";"Short term fuel % trim - Bank 1";"0";"%";
"55368.766103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55368.986103";"Calculated boost";"-0.61325";"bar";
"55368.986103";"Intake manifold absolute pressure";"40";"kPa";
"55369.215103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55369.452103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55369.678103";"Calculated boost";"-0.11325";"bar";
"55369.678103";"Intake manifold absolute pressure";"90";"kPa";
"55369.908103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55370.165103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55370.378103";"Calculated boost";"-0.05325";"bar";
"55370.378103";"Intake manifold absolute pressure";"96";"kPa";
"55370.615103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55370.835103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55371.055103";"Calculated boost";"-0.06325";"bar";
"55371.055103";"Intake manifold absolute pressure";"95";"kPa";
"55371.285103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55371.511103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55371.749103";"Calculated boost";"-0.10325";"bar";
"55371.749103";"Intake manifold absolute pressure";"91";"kPa";
"55371.978103";"Short term fuel % trim - Bank 1";"11.71875";"%";
"55372.205103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55372.447103";"Calculated boost";"-0.25325";"bar";
"55372.447103";"Intake manifold absolute pressure";"76";"kPa";
"55372.685103";"Short term fuel % trim - Bank 1";"4.6875";"%";
"55372.939103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55373.178103";"Calculated boost";"-0.37325";"bar";
"55373.178103";"Intake manifold absolute pressure";"64";"kPa";
"55373.400103";"Short term fuel % trim - Bank 1";"2.34375";"%";
"55373.634103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55373.859103";"Calculated boost";"-0.42325";"bar";
"55373.859103";"Intake manifold absolute pressure";"59";"kPa";
"55374.137103";"Short term fuel % trim - Bank 1";"0";"%";
"55374.371103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55374.595103";"Calculated boost";"-0.42325";"bar";
"55374.595103";"Intake manifold absolute pressure";"59";"kPa";
"55374.818103";"Short term fuel % trim - Bank 1";"0";"%";
"55375.059103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55375.297103";"Calculated boost";"-0.70325";"bar";
"55375.297103";"Intake manifold absolute pressure";"31";"kPa";
"55375.512103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55375.738103";"Long term fuel % trim - Bank 1";"0.78125";"%";
"55375.964103";"Calculated boost";"-0.66325";"bar";
"55375.964103";"Intake manifold absolute pressure";"35";"kPa";
"55376.223103";"Short term fuel % trim - Bank 1";"-10.9375";"%";
"55376.461103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55376.696103";"Calculated boost";"-0.53325";"bar";
"55376.696103";"Intake manifold absolute pressure";"48";"kPa";
"55376.921103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55377.145103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55377.368103";"Calculated boost";"-0.40325";"bar";
"55377.368103";"Intake manifold absolute pressure";"61";"kPa";
"55377.587103";"Short term fuel % trim - Bank 1";"0";"%";
"55377.823103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55378.061103";"Calculated boost";"-0.27325";"bar";
"55378.061103";"Intake manifold absolute pressure";"74";"kPa";
"55378.282103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55378.500103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55378.729103";"Calculated boost";"-0.45325";"bar";
"55378.729103";"Intake manifold absolute pressure";"56";"kPa";
"55378.960103";"Short term fuel % trim - Bank 1";"0";"%";
"55379.194103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55379.422103";"Calculated boost";"-0.62325";"bar";
"55379.422103";"Intake manifold absolute pressure";"39";"kPa";
"55379.645103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55379.875103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55380.097103";"Calculated boost";"-0.25325";"bar";
"55380.097103";"Intake manifold absolute pressure";"76";"kPa";
"55380.311103";"Short term fuel % trim - Bank 1";"0";"%";
"55380.536103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55380.747103";"Calculated boost";"-0.28325";"bar";
"55380.747103";"Intake manifold absolute pressure";"73";"kPa";
"55380.961103";"Short term fuel % trim - Bank 1";"0";"%";
"55381.193103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55381.415103";"Calculated boost";"-0.29325";"bar";
"55381.415103";"Intake manifold absolute pressure";"72";"kPa";
"55381.635103";"Short term fuel % trim - Bank 1";"1.5625";"%";
"55381.886103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55382.134103";"Calculated boost";"-0.29325";"bar";
"55382.134103";"Intake manifold absolute pressure";"72";"kPa";
"55382.355103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55382.572103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55382.798103";"Calculated boost";"-0.34325";"bar";
"55382.798103";"Intake manifold absolute pressure";"67";"kPa";
"55383.017103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55383.251103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55383.480103";"Calculated boost";"-0.47325";"bar";
"55383.480103";"Intake manifold absolute pressure";"54";"kPa";
"55383.741103";"Short term fuel % trim - Bank 1";"-6.25";"%";
"55383.970103";"Long term fuel % trim - Bank 1";"0";"%";
"55384.195103";"Calculated boost";"-0.68325";"bar";
"55384.195103";"Intake manifold absolute pressure";"33";"kPa";
"55384.413103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55384.640103";"Long term fuel % trim - Bank 1";"0";"%";
"55384.857103";"Calculated boost";"-0.68325";"bar";
"55384.857103";"Intake manifold absolute pressure";"33";"kPa";
"55385.071103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55385.303103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55385.536103";"Calculated boost";"-0.44325";"bar";
"55385.536103";"Intake manifold absolute pressure";"57";"kPa";
"55385.772103";"Short term fuel % trim - Bank 1";"0";"%";
"55385.996103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55386.225103";"Calculated boost";"-0.44325";"bar";
"55386.225103";"Intake manifold absolute pressure";"57";"kPa";
"55386.462103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55386.678103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55386.912103";"Calculated boost";"-0.29325";"bar";
"55386.912103";"Intake manifold absolute pressure";"72";"kPa";
"55387.140103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55387.365103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55387.626103";"Calculated boost";"-0.08325";"bar";
"55387.626103";"Intake manifold absolute pressure";"93";"kPa";
"55387.865103";"Short term fuel % trim - Bank 1";"3.90625";"%";
"55388.076103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55388.309103";"Calculated boost";"-0.45325";"bar";
"55388.309103";"Intake manifold absolute pressure";"56";"kPa";
"55388.523103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55388.738103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55388.968103";"Calculated boost";"-0.50325";"bar";
"55388.968103";"Intake manifold absolute pressure";"51";"kPa";
"55389.179103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55389.395103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55389.615103";"Calculated boost";"-0.49325";"bar";
"55389.615103";"Intake manifold absolute pressure";"52";"kPa";
"55389.841103";"Short term fuel % trim - Bank 1";"0";"%";
"55390.060103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55390.308103";"Calculated boost";"-0.51325";"bar";
"55390.308103";"Intake manifold absolute pressure";"50";"kPa";
"55390.529103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55390.753103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55390.984103";"Calculated boost";"-0.50325";"bar";
"55390.984103";"Intake manifold absolute pressure";"51";"kPa";
"55391.250103";"Short term fuel % trim - Bank 1";"-5.46875";"%";
"55391.494103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55391.728103";"Calculated boost";"-0.48325";"bar";
"55391.728103";"Intake manifold absolute pressure";"53";"kPa";
"55391.968103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55392.202103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55392.424103";"Calculated boost";"-0.48325";"bar";
"55392.424103";"Intake manifold absolute pressure";"53";"kPa";
"55392.651103";"Short term fuel % trim - Bank 1";"-6.25";"%";
"55392.885103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55393.126103";"Calculated boost";"-0.49325";"bar";
"55393.126103";"Intake manifold absolute pressure";"52";"kPa";
"55393.345103";"Short term fuel % trim - Bank 1";"-7.03125";"%";
"55393.580103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55393.818103";"Calculated boost";"-0.55325";"bar";
"55393.818103";"Intake manifold absolute pressure";"46";"kPa";
"55394.037103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55394.297103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55394.525103";"Calculated boost";"-0.68325";"bar";
"55394.525103";"Intake manifold absolute pressure";"33";"kPa";
"55394.763103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55395.049103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55395.267103";"Calculated boost";"-0.57325";"bar";
"55395.267103";"Intake manifold absolute pressure";"44";"kPa";
"55395.508103";"Short term fuel % trim - Bank 1";"-7.8125";"%";
"55395.759103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55395.989103";"Calculated boost";"-0.52325";"bar";
"55395.989103";"Intake manifold absolute pressure";"49";"kPa";
"55396.217103";"Short term fuel % trim - Bank 1";"-7.03125";"%";
"55396.454103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55396.690103";"Calculated boost";"-0.50325";"bar";
"55396.690103";"Intake manifold absolute pressure";"51";"kPa";
"55396.910103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55397.145103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55397.367103";"Calculated boost";"-0.41325";"bar";
"55397.367103";"Intake manifold absolute pressure";"60";"kPa";
"55397.591103";"Short term fuel % trim - Bank 1";"-3.90625";"%";
"55397.822103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55398.052103";"Calculated boost";"-0.43325";"bar";
"55398.052103";"Intake manifold absolute pressure";"58";"kPa";
"55398.268103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55398.495103";"Long term fuel % trim - Bank 1";"0";"%";
"55398.730103";"Calculated boost";"-0.72325";"bar";
"55398.730103";"Intake manifold absolute pressure";"29";"kPa";
"55398.942103";"Short term fuel % trim - Bank 1";"-10.15625";"%";
"55399.159103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55399.378103";"Calculated boost";"-0.60325";"bar";
"55399.378103";"Intake manifold absolute pressure";"41";"kPa";
"55399.603103";"Short term fuel % trim - Bank 1";"0";"%";
"55399.833103";"Long term fuel % trim - Bank 1";"-2.34375";"%";
"55400.055103";"Calculated boost";"-0.65325";"bar";
"55400.055103";"Intake manifold absolute pressure";"36";"kPa";
"55400.282103";"Short term fuel % trim - Bank 1";"0";"%";
"55400.518103";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"55400.747103";"Calculated boost";"-0.44325";"bar";
"55400.747103";"Intake manifold absolute pressure";"57";"kPa";
"55400.980103";"Short term fuel % trim - Bank 1";"0";"%";
"55401.217103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55401.436103";"Calculated boost";"-0.50325";"bar";
"55401.436103";"Intake manifold absolute pressure";"51";"kPa";
"55401.681103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55401.902103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55402.121103";"Calculated boost";"-0.58325";"bar";
"55402.121103";"Intake manifold absolute pressure";"43";"kPa";
"55402.369103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55402.588103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55402.817103";"Calculated boost";"-0.59325";"bar";
"55402.817103";"Intake manifold absolute pressure";"42";"kPa";
"55403.079103";"Short term fuel % trim - Bank 1";"0";"%";
"55403.303103";"Long term fuel % trim - Bank 1";"-3.125";"%";
"55403.541103";"Calculated boost";"-0.76325";"bar";
"55403.541103";"Intake manifold absolute pressure";"25";"kPa";
"55403.758103";"Short term fuel % trim - Bank 1";"0";"%";
"55404.009103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55404.227103";"Calculated boost";"-0.79325";"bar";
"55404.227103";"Intake manifold absolute pressure";"22";"kPa";
"55404.463103";"Short term fuel % trim - Bank 1";"0";"%";
"55404.734103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55405.011103";"Calculated boost";"-0.79325";"bar";
"55405.011103";"Intake manifold absolute pressure";"22";"kPa";
"55405.243103";"Short term fuel % trim - Bank 1";"0";"%";
"55405.468103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55405.684103";"Calculated boost";"-0.80325";"bar";
"55405.684103";"Intake manifold absolute pressure";"21";"kPa";
"55405.909103";"Short term fuel % trim - Bank 1";"0";"%";
"55406.140103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55406.360103";"Calculated boost";"-0.80325";"bar";
"55406.360103";"Intake manifold absolute pressure";"21";"kPa";
"55406.591103";"Short term fuel % trim - Bank 1";"0";"%";
"55406.810103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55407.067103";"Calculated boost";"-0.79325";"bar";
"55407.067103";"Intake manifold absolute pressure";"22";"kPa";
"55407.287103";"Short term fuel % trim - Bank 1";"0";"%";
"55407.516103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55407.757103";"Calculated boost";"-0.80325";"bar";
"55407.757103";"Intake manifold absolute pressure";"21";"kPa";
"55407.983103";"Short term fuel % trim - Bank 1";"0";"%";
"55408.218103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55408.451103";"Calculated boost";"-0.79325";"bar";
"55408.451103";"Intake manifold absolute pressure";"22";"kPa";
"55408.681103";"Short term fuel % trim - Bank 1";"0";"%";
"55408.916103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55409.155103";"Calculated boost";"-0.79325";"bar";
"55409.155103";"Intake manifold absolute pressure";"22";"kPa";
"55409.396103";"Short term fuel % trim - Bank 1";"0";"%";
"55409.619103";"Long term fuel % trim - Bank 1";"3.90625";"%";
"55409.851103";"Calculated boost";"-0.80325";"bar";
"55409.851103";"Intake manifold absolute pressure";"21";"kPa";
"55410.089103";"Short term fuel % trim - Bank 1";"0";"%";
"55410.314103";"Long term fuel % trim - Bank 1";"2.34375";"%";
"55410.530103";"Calculated boost";"-0.79325";"bar";
"55410.530103";"Intake manifold absolute pressure";"22";"kPa";
"55410.764103";"Short term fuel % trim - Bank 1";"0";"%";
"55410.994103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55411.229103";"Calculated boost";"-0.79325";"bar";
"55411.229103";"Intake manifold absolute pressure";"22";"kPa";
"55411.474103";"Short term fuel % trim - Bank 1";"0";"%";
"55411.712103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55411.939103";"Calculated boost";"-0.79325";"bar";
"55411.939103";"Intake manifold absolute pressure";"22";"kPa";
"55412.152103";"Short term fuel % trim - Bank 1";"0";"%";
"55412.394103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55412.626103";"Calculated boost";"-0.79325";"bar";
"55412.626103";"Intake manifold absolute pressure";"22";"kPa";
"55412.865103";"Short term fuel % trim - Bank 1";"0";"%";
"55413.100103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55413.329103";"Calculated boost";"-0.79325";"bar";
"55413.329103";"Intake manifold absolute pressure";"22";"kPa";
"55413.559103";"Short term fuel % trim - Bank 1";"0";"%";
"55413.778103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55414.005103";"Calculated boost";"-0.81325";"bar";
"55414.005103";"Intake manifold absolute pressure";"20";"kPa";
"55414.242103";"Short term fuel % trim - Bank 1";"0";"%";
"55414.459103";"Long term fuel % trim - Bank 1";"99.21875";"%";
"55414.704103";"Calculated boost";"-0.78325";"bar";
"55414.704103";"Intake manifold absolute pressure";"23";"kPa";
"55414.947103";"Short term fuel % trim - Bank 1";"0";"%";
"55415.186103";"Long term fuel % trim - Bank 1";"0";"%";
"55415.408103";"Calculated boost";"-0.71325";"bar";
"55415.408103";"Intake manifold absolute pressure";"30";"kPa";
"55415.649103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55415.884103";"Long term fuel % trim - Bank 1";"1.5625";"%";
"55416.112103";"Calculated boost";"-0.64325";"bar";
"55416.112103";"Intake manifold absolute pressure";"37";"kPa";
"55416.335103";"Short term fuel % trim - Bank 1";"0.78125";"%";
"55416.566103";"Long term fuel % trim - Bank 1";"0";"%";
"55416.792103";"Calculated boost";"-0.59325";"bar";
"55416.792103";"Intake manifold absolute pressure";"42";"kPa";
"55417.040103";"Short term fuel % trim - Bank 1";"0";"%";
"55417.264103";"Long term fuel % trim - Bank 1";"0";"%";
"55417.495103";"Calculated boost";"-0.56325";"bar";
"55417.495103";"Intake manifold absolute pressure";"45";"kPa";
"55417.723103";"Short term fuel % trim - Bank 1";"0";"%";
"55417.949103";"Long term fuel % trim - Bank 1";"0";"%";
"55418.173103";"Calculated boost";"-0.56325";"bar";
"55418.173103";"Intake manifold absolute pressure";"45";"kPa";
"55418.406103";"Short term fuel % trim - Bank 1";"-3.125";"%";
"55418.638103";"Long term fuel % trim - Bank 1";"0";"%";
"55418.858103";"Calculated boost";"-0.33325";"bar";
"55418.858103";"Intake manifold absolute pressure";"68";"kPa";
"55419.085103";"Short term fuel % trim - Bank 1";"-6.25";"%";
"55419.307103";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"55419.536103";"Calculated boost";"-0.08325";"bar";
"55419.536103";"Intake manifold absolute pressure";"93";"kPa";
"55419.764103";"Short term fuel % trim - Bank 1";"-2.34375";"%";
"55419.994103";"Long term fuel % trim - Bank 1";"-6.25";"%";
"55420.212103";"Calculated boost";"-0.05325";"bar";
"55420.212103";"Intake manifold absolute pressure";"96";"kPa";
"55420.440103";"Short term fuel % trim - Bank 1";"0";"%";
"55420.680103";"Long term fuel % trim - Bank 1";"-7.03125";"%";
"55420.915103";"Calculated boost";"-0.06325";"bar";
"55420.915103";"Intake manifold absolute pressure";"95";"kPa";
