TIME;RPM;GAZ;BENZYNA;PODCISNIENIE;CISNIENIE
55597.5;2440;3,12;5,86;0,36;0,92
55598.0;2440;3,10;5,83;0,36;0,92
55598.5;2440;3,22;6,08;0,36;0,90
55599.0;2430;3,21;6,06;0,37;0,90
55599.5;2430;3,34;6,35;0,39;0,90
55600.0;2420;3,28;6,22;0,37;0,90
55600.5;2420;3,37;6,43;0,37;0,90
55601.0;2410;3,22;6,08;0,37;0,90
55601.5;2410;3,43;6,58;0,39;0,90
55602.0;2400;3,32;6,31;0,39;0,90
55602.5;2400;3,44;6,60;0,39;0,90
55603.0;2400;3,27;6,21;0,39;0,90
55603.5;2400;3,36;6,42;0,37;0,90
55604.0;2390;3,33;6,34;0,37;0,90
55604.5;2390;3,18;6,00;0,37;0,90
55605.0;2390;3,23;6,12;0,37;0,90
55605.5;2380;3,20;6,05;0,36;0,90
55606.0;2370;2,88;5,21;0,33;0,92
55606.5;2370;2,81;5,07;0,31;0,92
55607.0;2350;2,83;5,11;0,31;0,92
55607.5;2350;2,94;5,36;0,33;0,92
55608.0;2330;2,84;5,11;0,33;0,92
55608.5;2320;3,27;6,21;0,36;0,90
55609.0;2310;3,33;6,34;0,39;0,90
55609.5;2300;3,53;6,87;0,41;0,90
55610.0;2290;4,28;8,31;0,52;0,89
55610.5;2290;4,19;8,16;0,50;0,90
55611.0;2300;4,22;8,22;0,49;0,89
55611.5;2300;4,03;7,95;0,49;0,89
55612.0;2310;4,07;8,01;0,47;0,89
55612.5;2330;4,06;8,00;0,49;0,89
55613.0;2340;4,26;8,28;0,49;0,89
55613.5;2350;4,10;8,05;0,47;0,89
55614.0;2360;3,71;7,32;0,42;0,89
55614.5;2370;3,43;6,64;0,39;0,90
55615.0;2380;3,00;5,64;0,33;0,92
55615.5;2390;2,99;5,61;0,33;0,92
55616.0;2390;3,11;5,89;0,33;0,90
55616.5;2390;2,96;5,47;0,33;0,92
55617.0;2400;3,14;5,85;0,34;0,92
55617.5;2400;3,17;6,04;0,34;0,90
55618.0;2390;2,32;4,37;0,26;0,93
55618.5;2360;0,00;0,00;0,21;1,00
55619.0;2310;0,00;0,00;0,21;1,00
55619.5;2260;0,00;0,00;0,21;1,00
55620.0;2310;2,86;5,32;0,23;0,90
55620.5;2300;3,21;6,12;0,31;0,90
55621.0;2290;4,56;8,75;0,47;0,89
55621.5;2300;5,37;9,98;0,57;0,87
55622.0;2320;5,82;10,49;0,63;0,89
55622.5;2340;5,45;9,98;0,63;0,89
55623.0;2360;5,07;9,44;0,58;0,89
55623.5;2390;4,74;8,96;0,52;0,89
55624.0;2390;4,03;7,95;0,45;0,89
55624.5;2410;4,20;8,26;0,47;0,87
55625.0;2420;4,73;8,95;0,54;0,90
55625.5;2420;4,94;9,33;0,54;0,87
55626.0;2430;4,77;9,00;0,54;0,87
55626.5;2440;4,69;8,89;0,52;0,89
55627.0;2450;4,43;8,52;0,49;0,89
55627.5;2450;3,88;7,71;0,44;0,89
55628.0;2450;3,62;7,11;0,41;0,89
55628.5;2460;3,41;6,57;0,39;0,90
55629.0;2450;3,42;6,62;0,36;0,90
55629.5;2440;3,21;6,12;0,36;0,90
55630.0;2430;3,10;5,87;0,33;0,90
55630.5;2430;3,06;5,78;0,33;0,90
55631.0;2420;3,17;6,03;0,34;0,90
55631.5;2420;3,14;5,98;0,34;0,90
55632.0;2420;3,26;6,25;0,34;0,90
55632.5;2430;3,33;6,39;0,37;0,90
55633.0;2440;3,84;7,63;0,42;0,89
55633.5;2460;3,70;7,28;0,42;0,89
55634.0;2480;3,79;7,50;0,42;0,89
55634.5;2510;3,42;6,61;0,36;0,90
55635.0;2530;3,51;6,86;0,36;0,89
55635.5;2550;3,25;6,21;0,34;0,90
55636.0;2570;3,22;6,14;0,33;0,90
55636.5;2580;3,22;6,14;0,33;0,90
55637.0;2590;2,91;5,32;0,29;0,92
55637.5;2590;2,78;5,04;0,28;0,92
55638.0;2590;2,76;5,00;0,24;0,92
55638.5;2570;2,59;4,72;0,24;0,92
55639.0;2580;2,58;4,72;0,20;0,95
55639.5;2540;0,00;0,00;0,21;1,00
55640.0;2490;0,00;0,00;0,21;1,00
55640.5;2440;0,00;0,00;0,21;1,00
55641.0;2580;2,97;5,26;0,21;0,95
55641.5;2470;3,22;6,18;0,28;0,89
55642.0;2460;3,62;7,10;0,34;0,89
55642.5;2440;2,52;4,60;0,24;0,93
55643.0;2420;2,54;4,62;0,21;0,98
55643.5;2350;0,00;0,00;0,21;1,00
55644.0;2300;0,00;0,00;0,21;1,00
55644.5;2230;0,00;0,00;0,21;1,00
55645.0;2170;0,00;0,00;0,21;1,00
55645.5;2370;2,96;5,61;0,28;0,87
55646.0;2280;4,34;8,34;0,44;0,92
55646.5;2280;4,33;8,33;0,45;0,90
55647.0;2290;3,93;7,78;0,42;0,89
55647.5;2290;3,72;7,30;0,39;0,90
55648.0;2280;2,44;4,50;0,24;0,93
55648.5;1400;2,55;4,76;0,23;0,90
55649.0;2280;3,78;7,56;0,39;0,87
55649.5;2250;4,79;9,03;0,52;0,89
55650.0;2260;4,18;8,01;0,47;0,92
55650.5;2250;3,10;5,85;0,34;0,90
55651.0;2260;2,95;5,52;0,34;0,90
55651.5;2260;2,90;5,39;0,26;1,01
55652.0;2610;7,86;12,67;0,76;0,89
55652.5;3060;7,59;12,64;0,79;0,85
55653.0;3090;9,78;15,05;0,97;0,85
55653.5;3250;11,34;17,70;1,00;0,83
55654.0;3370;12,77;19,62;1,02;0,83
55654.5;3580;12,96;20,05;1,00;0,82
55655.0;3720;13,11;20,43;1,00;0,80
55655.5;3860;13,26;20,64;1,00;0,80
55656.0;4130;11,11;17,19;0,97;0,85
55656.5;4150;7,09;11,94;0,66;0,87
55657.0;4160;3,24;5,64;0,34;0,98
55657.5;4230;2,68;4,83;0,21;1,00
55658.0;4220;0,00;0,00;0,20;1,07
55658.5;4140;0,00;0,00;0,20;1,10
55659.0;4090;0,00;0,00;0,20;1,10
55659.5;3780;2,36;4,54;0,23;0,90
55660.0;3120;2,68;4,95;0,26;0,89
55660.5;3140;2,50;4,70;0,26;0,90
55661.0;3130;2,30;4,47;0,24;0,90
55661.5;3120;2,20;4,34;0,24;0,90
55662.0;3110;2,43;4,61;0,21;0,90
55662.5;3090;2,44;4,63;0,21;0,93
55663.0;3050;0,00;0,00;0,21;1,00
55663.5;3000;0,00;0,00;0,21;1,00
55664.0;2930;0,00;0,00;0,20;1,01
55664.5;2880;0,00;0,00;0,20;1,01
55665.0;2980;2,64;4,89;0,21;0,89
55665.5;2910;2,58;4,80;0,23;0,90
55666.0;2900;2,62;4,84;0,24;0,90
55666.5;2880;3,03;5,72;0,29;0,90
55667.0;2870;3,22;6,19;0,31;0,89
55667.5;2860;3,20;6,11;0,31;0,90
55668.0;2850;3,07;5,79;0,29;0,90
55668.5;2850;2,95;5,53;0,28;0,90
55669.0;2820;2,48;4,59;0,23;0,92
55669.5;2820;2,53;4,65;0,23;0,92
55670.0;2820;2,56;4,68;0,24;0,92
55670.5;2790;2,72;4,90;0,26;0,92
55671.0;2780;2,76;5,00;0,26;0,92
55671.5;2750;2,60;4,74;0,24;0,92
55672.0;2750;2,54;4,66;0,23;0,92
55672.5;2730;2,52;4,64;0,23;0,92
55673.0;2710;2,53;4,65;0,23;0,92
55673.5;2700;2,54;4,67;0,23;0,92
55674.0;2670;2,58;4,71;0,21;0,92
55674.5;2670;1,27;2,33;0,21;1,00
55675.0;2620;0,00;0,00;0,21;1,00
55675.5;2540;0,00;0,00;0,21;1,00
55676.0;2490;0,00;0,00;0,21;1,01
55676.5;2490;2,73;5,00;0,21;0,92
55677.0;2490;3,43;6,67;0,31;0,89
55677.5;2460;3,55;6,92;0,34;0,90
55678.0;2430;3,30;6,33;0,33;0,90
55678.5;2420;3,26;6,24;0,34;0,90
55679.0;2410;4,16;8,13;0,45;0,90
55679.5;2420;5,18;9,66;0,55;0,87
55680.0;2420;6,46;11,34;0,70;0,89
55680.5;2450;7,62;12,41;0,83;0,90
55681.0;2480;7,57;12,36;0,81;0,89
55681.5;2520;7,83;12,64;0,83;0,89
55682.0;2560;8,26;13,19;0,86;0,87
55682.5;2600;8,50;13,31;0,86;0,89
55683.0;2650;7,64;12,55;0,81;0,87
55683.5;2700;7,33;12,20;0,79;0,87
55684.0;2750;6,79;11,55;0,71;0,89
55684.5;2790;6,88;11,64;0,71;0,90
55685.0;2800;4,57;8,51;0,29;0,9
55685.5;2770;2,41;4,51;0,21;0,97
55686.0;2750;0,00;0,00;0,21;1,00
55686.5;2670;0,00;0,00;0,21;1,00
55687.0;2620;0,00;0,00;0,21;1,00
55687.5;2680;2,68;4,98;0,23;0,89
55688.0;2670;3,10;5,91;0,28;0,89
55688.5;2630;3,04;5,77;0,28;0,89
55689.0;2610;3,02;5,72;0,28;0,89
55689.5;2610;2,92;5,47;0,28;0,90
55690.0;2590;2,83;5,24;0,28;0,90
55690.5;2580;2,86;5,30;0,28;0,90
55691.0;2570;2,86;5,21;0,26;0,92
55691.5;2550;2,69;4,83;0,26;0,92
55692.0;2540;2,72;4,91;0,24;0,92
55692.5;2490;2,60;4,69;0,21;0,93
55693.0;2500;2,61;4,74;0,21;0,98
55693.5;2470;0,00;0,00;0,23;1,00
55694.0;2400;0,00;0,00;0,21;1,01
55694.5;2340;0,00;0,00;0,21;1,01
55695.0;2270;0,00;0,00;0,21;1,00
55695.5;2220;0,00;0,00;0,23;1,00
55696.0;2140;0,00;0,00;0,21;1,01
55696.5;2090;0,00;0,00;0,21;1,01
55697.0;2040;0,00;0,00;0,23;1,00
55697.5;1960;0,00;0,00;0,23;1,00
55698.0;1910;0,00;0,00;0,23;1,00
55698.5;1830;0,00;0,00;0,24;0,98
55699.0;1780;0,00;0,00;0,24;0,98
55699.5;1730;0,00;0,00;0,24;1,00
55700.0;1650;0,00;0,00;0,24;1,00
55700.5;1600;0,00;0,00;0,23;1,00
55701.0;1520;0,00;0,00;0,23;1,00
55701.5;1500;0,00;0,00;0,23;1,00
55702.0;1500;0,00;0,00;0,24;1,00
55702.5;1500;0,00;0,00;0,24;0,98
55703.0;1500;0,00;0,00;0,26;0,98
55703.5;1500;0,00;0,00;0,28;0,98
55704.0;1500;0,00;0,00;0,28;0,98
55704.5;1500;0,00;0,00;0,26;1,00
55705.0;1500;0,00;0,00;0,26;1,00
55705.5;1500;0,00;0,00;0,26;1,00
55706.0;1500;0,00;0,00;0,26;1,00
55706.5;1830;2,38;4,46;0,26;0,92
55707.0;1320;2,28;4,32;0,26;0,93
55707.5;1240;2,32;4,37;0,29;0,93
55708.0;1180;2,44;4,50;0,31;0,93
55708.5;1090;2,50;4,53;0,34;0,95
55709.0;940;2,78;4,91;0,39;0,95
55709.5;850;2,86;5,09;0,41;0,95
55710.0;790;3,01;5,40;0,41;0,95
55710.5;770;3,05;5,49;0,41;0,95
55711.0;770;2,99;5,35;0,41;0,95
55711.5;760;2,93;5,12;0,41;0,97
55712.0;750;2,97;5,29;0,42;0,95
55712.5;730;2,99;5,28;0,41;0,95
55713.0;740;4,60;7,94;0,84;0,89
55713.5;850;6,81;10,88;0,97;0,90
55714.0;1630;7,47;11,99;0,89;0,92
55714.5;1890;5,85;10,34;0,70;0,90
55715.0;2020;6,97;11,75;0,78;0,89
55715.5;2290;6,44;11,13;0,73;0,90
55716.0;2570;6,53;11,26;0,68;0,89
55716.5;2970;6,33;11,15;0,68;0,89
55717.0;1760;3,35;5,51;0,24;1,20
55717.5;1690;8,73;13,42;0,86;0,90
55718.0;2220;8,85;13,55;0,91;0,90
55718.5;2420;8,72;13,41;0,87;0,90
55719.0;2690;8,10;12,93;0,84;0,87
55719.5;2870;7,77;12,61;0,86;0,89
55720.0;3150;7,61;12,57;0,86;0,87
55720.5;3180;3,95;7,16;0,28;1,24
55721.0;2800;3,68;6,79;0,31;0,92
55721.5;2450;3,95;7,92;0,39;0,89
55722.0;2450;2,50;4,62;0,23;0,92
55722.5;2470;2,75;5,06;0,23;0,90
55723.0;2490;2,58;4,80;0,24;0,90
55723.5;2500;2,56;4,68;0,24;0,92
55724.0;2500;2,62;4,76;0,21;0,92
55724.5;2500;0,00;0,00;0,21;1,00
55725.0;2500;0,78;1,35;0,21;1,00
55725.5;2480;2,85;5,31;0,23;0,89
55726.0;2520;3,35;6,48;0,29;0,89
55726.5;2520;3,41;6,60;0,31;0,90
55727.0;2550;3,21;6,12;0,31;0,90
55727.5;2590;2,98;5,57;0,28;0,90
55728.0;2610;2,78;5,05;0,26;0,92
55728.5;2630;2,80;5,09;0,26;0,92
55729.0;2630;2,56;4,65;0,21;0,92
55729.5;2650;2,60;4,74;0,21;0,92
55730.0;2640;2,57;4,70;0,21;0,92
55730.5;2640;2,56;4,69;0,21;0,98
55731.0;2580;0,00;0,00;0,21;1,00
55731.5;2520;0,00;0,00;0,21;1,00
55732.0;2470;0,00;0,00;0,21;1,00
55732.5;2400;0,00;0,00;0,21;1,00
55733.0;2350;0,00;0,00;0,21;1,00
55733.5;2270;0,00;0,00;0,21;1,00
55734.0;2220;0,00;0,00;0,21;1,00
55734.5;2140;0,00;0,00;0,21;1,00
55735.0;2090;0,00;0,00;0,21;1,00
55735.5;2040;0,00;0,00;0,21;1,00
55736.0;1960;0,00;0,00;0,21;1,00
55736.5;1910;0,00;0,00;0,21;1,00
55737.0;1830;0,00;0,00;0,21;1,00
55737.5;1780;0,00;0,00;0,20;1,01
55738.0;1730;0,00;0,00;0,20;1,01
55738.5;1660;0,00;0,00;0,21;1,00
55739.0;1600;0,00;0,00;0,21;1,00
55739.5;1530;0,00;0,00;0,21;1,00
55740.0;1500;0,00;0,00;0,21;1,00
55740.5;1500;0,00;0,00;0,23;1,00
55741.0;1500;0,00;0,00;0,21;1,00
55741.5;1500;0,00;0,00;0,21;1,00
55742.0;1500;0,00;0,00;0,23;1,00
55742.5;1500;0,00;0,00;0,23;1,00
55743.0;1500;0,00;0,00;0,23;1,00
55743.5;1500;0,00;0,00;0,23;1,00
55744.0;1500;0,00;0,00;0,23;0,98
55744.5;1500;0,00;0,00;0,23;0,98
55745.0;1500;0,00;0,00;0,23;0,98
55745.5;1500;0,00;0,00;0,23;1,00
55746.0;1500;0,00;0,00;0,23;0,98
55746.5;1500;0,00;0,00;0,23;0,98
55747.0;1500;0,00;0,00;0,23;0,98
55747.5;1500;0,00;0,00;0,23;0,98
55748.0;1500;0,00;0,00;0,23;0,98
55748.5;1500;0,00;0,00;0,23;1,00
55749.0;1500;0,00;0,00;0,23;1,00
55749.5;1500;0,00;0,00;0,23;1,00
55750.0;1500;0,00;0,00;0,23;0,98
55750.5;1500;0,00;0,00;0,23;0,98
55751.0;1500;0,00;0,00;0,23;0,98
55751.5;1500;0,00;0,00;0,23;0,98
55752.0;1500;0,00;0,00;0,23;0,98
55752.5;1500;0,00;0,00;0,23;0,98
55753.0;1500;0,00;0,00;0,23;0,98
55753.5;1500;0,00;0,00;0,24;0,98
55754.0;1500;0,00;0,00;0,24;0,98
55754.5;1500;0,00;0,00;0,24;0,98
55755.0;1500;0,00;0,00;0,24;0,98
55755.5;1500;0,00;0,00;0,24;0,98
55756.0;1500;0,00;0,00;0,24;0,98
55756.5;1500;0,00;0,00;0,24;0,98
55757.0;2360;3,28;6,31;0,31;0,89
55757.5;2080;3,71;7,29;0,39;0,90
55758.0;2110;3,73;7,33;0,39;0,90
55758.5;2130;3,60;7,02;0,39;0,90
55759.0;2160;3,20;5,99;0,34;0,92
55759.5;2150;2,46;4,44;0,26;0,95
55760.0;2180;2,31;4,37;0,23;0,95
55760.5;2160;0,00;0,00;0,23;1,00
55761.0;2090;0,00;0,00;0,23;1,00
55761.5;2170;2,56;4,60;0,23;0,93
55762.0;2120;2,50;4,62;0,24;0,92
55762.5;2100;2,52;4,64;0,24;0,92
55763.0;2090;2,50;4,61;0,24;0,92
55763.5;2070;2,47;4,58;0,24;0,92
55764.0;2060;2,44;4,52;0,24;0,92
55764.5;2050;2,44;4,53;0,24;0,92
55765.0;2030;2,39;4,49;0,24;0,92
55765.5;2010;2,41;4,47;0,24;0,97
55766.0;1970;0,00;0,00;0,24;1,00
55766.5;1980;2,46;4,56;0,23;0,92
55767.0;1980;4,39;8,48;0,44;0,89
55767.5;2020;7,80;12,61;0,83;0,89
55768.0;2070;7,30;12,10;0,81;0,89
55768.5;2200;6,88;11,61;0,78;0,89
55769.0;2270;6,47;11,23;0,75;0,89
55769.5;2340;6,53;11,26;0,71;0,89
55770.0;2430;5,53;10,08;0,62;0,89
55770.5;2490;5,18;9,56;0,54;0,89
55771.0;2540;4,46;8,56;0,45;0,89
55771.5;2550;2,87;5,23;0,29;0,92
55772.0;2560;2,65;4,89;0,24;0,90
55772.5;2530;2,58;4,80;0,24;0,90
55773.0;2520;2,58;4,80;0,26;0,90
55773.5;2490;2,80;5,14;0,28;0,92
55774.0;2470;3,16;6,04;0,33;0,90
55774.5;2460;3,71;7,31;0,39;0,89
55775.0;2460;4,25;8,27;0,47;0,89
55775.5;2460;4,55;8,70;0,49;0,89
55776.0;2490;5,92;10,68;0,63;0,89
55776.5;2490;5,55;10,23;0,62;0,87
55777.0;2530;5,66;10,27;0,60;0,87
55777.5;2560;5,11;9,50;0,54;0,89
55778.0;2570;5,14;9,53;0,52;0,89
55778.5;2600;5,28;9,73;0,54;0,89
55779.0;2620;5,06;9,52;0,52;0,87
55779.5;2640;5,14;9,53;0,47;0,90
55780.0;2630;3,16;5,99;0,33;0,90
55780.5;2620;3,23;6,17;0,31;0,90
55781.0;2600;3,22;6,14;0,31;0,90
55781.5;2580;3,24;6,20;0,33;0,90
55782.0;2560;3,63;7,14;0,37;0,89
55782.5;2550;4,03;7,97;0,42;0,89
55783.0;2560;4,75;8,97;0,52;0,89
55783.5;2570;4,88;9,16;0,50;0,89
55784.0;2570;4,58;8,73;0,50;0,89
55784.5;2570;4,45;8,54;0,49;0,89
55785.0;2570;4,33;8,38;0,44;0,89
55785.5;2570;4,01;7,88;0,44;0,89
55786.0;2540;3,08;5,73;0,33;0,93
55786.5;2520;2,56;4,68;0,24;0,92
55787.0;2460;2,58;4,71;0,21;0,92
55787.5;2450;2,57;4,70;0,21;0,98
55788.0;2400;0,00;0,00;0,23;0,98
55788.5;2300;3,67;7,22;0,37;0,87
55789.0;2250;4,76;9,00;0,50;0,89
55789.5;2230;4,58;8,71;0,50;0,90
55790.0;2210;3,20;5,96;0,34;0,95
55790.5;2170;2,34;4,38;0,24;0,93
55791.0;2140;2,30;4,36;0,23;0,92
55791.5;2100;2,34;4,39;0,24;0,93
55792.0;2060;2,43;4,49;0,24;0,93
55792.5;2030;2,46;4,53;0,24;0,93
55793.0;2010;2,49;4,56;0,26;0,93
55793.5;1980;2,48;4,55;0,26;0,93
55794.0;1970;2,48;4,55;0,26;0,93
55794.5;1930;2,01;4,01;0,24;0,95
55795.0;1920;2,06;4,01;0,23;0,97
55795.5;1900;0,00;0,00;0,23;1,00
55796.0;1830;0,00;0,00;0,23;1,00
55796.5;1780;0,00;0,00;0,23;1,00
55797.0;1700;0,00;0,00;0,23;1,00
55797.5;1650;0,00;0,00;0,23;1,00
55798.0;1570;0,00;0,00;0,21;1,01
55798.5;1520;0,00;0,00;0,23;1,00
55799.0;1500;0,00;0,00;0,24;0,98
55799.5;1500;0,00;0,00;0,24;0,98
55800.0;1500;0,00;0,00;0,24;0,98
55800.5;1660;2,55;4,66;0,29;0,93
55801.0;1250;2,70;4,82;0,34;0,93
55801.5;930;2,90;5,16;0,39;0,93
55802.0;880;2,93;5,23;0,39;0,95
55802.5;990;4,48;8,39;0,55;0,92
55803.0;1740;3,51;6,63;0,44;0,93
55803.5;1660;3,65;7,02;0,42;0,92
55804.0;1660;3,70;7,11;0,44;0,92
55804.5;1670;3,47;6,59;0,42;0,92
55805.0;1690;3,61;6,91;0,41;0,92
55805.5;1690;3,49;6,61;0,41;0,92
55806.0;1700;3,70;7,11;0,42;0,92
55806.5;1720;3,95;7,76;0,44;0,92
55807.0;1730;3,75;7,36;0,44;0,90
55807.5;1760;3,93;7,76;0,44;0,90
55808.0;1790;3,74;7,35;0,42;0,92
55808.5;1810;3,21;6,00;0,39;0,92
55809.0;1840;3,35;6,41;0,37;0,90
55809.5;1860;3,43;6,50;0,37;0,90
55810.0;1880;3,05;5,66;0,36;0,92
55810.5;1890;3,18;5,96;0,36;0,92
55811.0;1900;2,69;4,80;0,29;0,93
55811.5;1890;2,61;4,73;0,29;0,92
55812.0;1890;3,03;5,65;0,34;0,90
55812.5;1890;3,16;5,90;0,36;0,92
55813.0;1900;2,93;5,36;0,33;0,93
55813.5;1880;2,10;4,10;0,24;0,93
55814.0;1870;2,44;4,50;0,23;0,98
55814.5;1840;0,00;0,00;0,23;1,00
55815.0;1760;0,00;0,00;0,26;0,98
55815.5;1880;2,38;4,39;0,28;0,93
55816.0;1410;2,50;4,57;0,31;0,93
55816.5;1080;10,78;16,40;1,00;0,89
55817.0;2420;10,11;15,48;0,99;0,87
55817.5;2230;9,93;14,89;1,02;0,90
55818.0;1990;11,57;17,59;1,04;0,87
55818.5;2290;11,81;18,01;1,02;0,87
55819.0;2640;11,61;17,77;1,02;0,85
55819.5;2880;11,59;17,82;1,02;0,85
55820.0;3230;12,37;19,17;1,00;0,83
55820.5;3450;12,50;19,24;1,00;0,83
55821.0;3760;11,22;17,34;1,00;0,85
55821.5;3750;2,41;4,07;0,28;1,05
55822.0;3890;2,47;4,69;0,21;0,89
55822.5;3860;0,00;0,00;0,23;1,00
55823.0;3800;0,00;0,00;0,23;1,00
55823.5;3750;0,00;0,00;0,23;1,00
55824.0;3680;0,00;0,00;0,23;1,01
55824.5;3620;0,00;0,00;0,23;1,01
55825.0;3610;2,47;4,69;0,24;0,87
55825.5;3350;3,46;6,82;0,36;0,87
55826.0;3330;3,36;6,51;0,36;0,89
55826.5;3330;3,12;5,93;0,34;0,90
55827.0;3330;3,18;6,07;0,34;0,89
55827.5;3350;3,54;6,93;0,39;0,89
55828.0;3350;3,28;6,32;0,36;0,90
55828.5;3360;3,07;5,83;0,34;0,90
55829.0;3330;2,49;4,69;0,28;0,90
55829.5;3330;2,52;4,73;0,28;0,90
55830.0;3260;2,02;4,04;0,23;0,93
55830.5;3250;2,10;4,14;0,21;0,92
55831.0;3230;2,12;4,17;0,23;0,98
55831.5;3160;0,00;0,00;0,21;1,01
55832.0;3170;2,63;4,84;0,21;0,90
55832.5;2940;2,76;5,08;0,21;0,90
55833.0;2880;2,69;4,91;0,21;0,90
55833.5;2850;0,00;0,00;0,21;1,00
55834.0;2800;0,00;0,00;0,21;1,00
55834.5;2750;0,00;0,00;0,23;1,00
55835.0;2670;0,00;0,00;0,23;1,00
55835.5;2620;0,00;0,00;0,23;1,00
55836.0;2540;0,00;0,00;0,24;1,00
55836.5;2490;0,00;0,00;0,24;1,00
55837.0;2420;0,00;0,00;0,24;1,00
55837.5;2360;0,00;0,00;0,23;1,01
55838.0;2310;0,00;0,00;0,23;1,01
55838.5;2240;0,00;0,00;0,23;1,01
55839.0;2180;0,00;0,00;0,24;1,00
55839.5;2110;0,00;0,00;0,26;0,98
55840.0;2650;2,52;4,56;0,29;0,93
55840.5;1600;2,73;4,88;0,34;0,93
55841.0;1090;7,91;12,39;0,78;0,92
55841.5;1970;5,73;10,38;0,63;0,89
55842.0;1850;5,40;9,65;0,65;0,93
55842.5;1610;5,42;9,75;0,63;0,90
55843.0;1660;5,27;9,62;0,62;0,92
55843.5;1760;6,06;10,74;0,66;0,90
55844.0;1840;7,43;12,11;0,84;0,89
55844.5;2030;9,00;13,73;1,00;0,90
55845.0;2160;11,61;17,68;1,02;0,89
55845.5;2400;11,98;18,31;1,02;0,85
55846.0;2720;11,61;17,80;1,02;0,85
55846.5;2930;11,56;17,82;1,00;0,85
55847.0;3260;12,39;19,09;1,00;0,83
55847.5;3460;12,58;19,46;1,02;0,80
55848.0;3680;13,05;20,14;1,02;0,80
55848.5;3980;13,15;20,48;1,02;0,80
55849.0;4200;12,98;20,08;1,02;0,82
55849.5;4540;13,63;21,73;1,00;0,77
55850.0;4730;13,74;22,34;1,00;0,74
55850.5;4940;13,60;22,28;1,00;0,74
55851.0;5230;13,75;22,80;1,00;0,71
55851.5;5320;7,53;11,09;0,23;1,74
55852.0;2350;7,39;12,53;0,66;0,83
55852.5;3800;3,92;7,24;0,41;0,97
55853.0;3780;2,57;4,69;0,21;0,92
55853.5;3750;0,00;0,00;0,23;1,01
55854.0;3700;0,00;0,00;0,23;1,03
55854.5;3600;2,46;4,68;0,23;0,89
55855.0;3470;2,35;4,55;0,21;0,89
55855.5;3420;2,24;4,42;0,21;0,89
55856.0;3360;2,14;4,29;0,21;0,89
55856.5;3310;2,16;4,31;0,21;0,89
55857.0;3260;2,21;4,36;0,21;0,90
55857.5;3230;2,02;4,13;0,23;0,90
55858.0;3220;2,02;4,13;0,23;0,90
55858.5;3210;2,13;4,26;0,24;0,90
55859.0;3200;2,13;4,20;0,24;0,92
55859.5;3190;2,10;4,14;0,21;0,98
55860.0;3160;0,00;0,00;0,21;1,00
55860.5;3170;2,33;4,49;0,21;0,89
55861.0;3120;2,53;4,75;0,21;0,90
55861.5;3110;2,51;4,72;0,21;0,90
55862.0;3140;2,86;5,34;0,29;0,90
55862.5;3120;2,76;5,10;0,28;0,90
55863.0;3140;2,70;4,95;0,28;0,90
55863.5;3140;2,61;4,74;0,26;0,92
55864.0;3140;2,12;4,17;0,21;0,97
55864.5;3100;0,00;0,00;0,21;1,00
55865.0;3060;0,00;0,00;0,21;1,00
55865.5;3140;2,66;4,53;0,21;0,97
55866.0;3080;2,55;4,76;0,21;0,90
55866.5;3070;2,60;4,82;0,21;0,90
55867.0;3060;2,59;4,81;0,21;0,98
55867.5;3010;0,00;0,00;0,21;1,00
55868.0;2960;0,00;0,00;0,21;1,00
55868.5;2880;0,00;0,00;0,21;1,00
55869.0;2830;0,00;0,00;0,21;1,00
55869.5;3060;2,70;4,64;0,21;0,95
55870.0;2990;3,10;5,90;0,29;0,89
55870.5;3010;4,45;8,69;0,44;0,85
55871.0;3050;5,39;10,00;0,58;0,87
55871.5;3100;5,08;9,45;0,57;0,87
55872.0;3140;4,84;9,11;0,55;0,89
55872.5;3210;4,33;8,42;0,49;0,89
55873.0;3240;3,82;7,58;0,44;0,89
55873.5;3260;2,75;5,07;0,31;0,90
55874.0;3270;2,85;5,32;0,31;0,89
55874.5;3270;3,25;6,26;0,36;0,89
55875.0;3280;3,17;6,06;0,34;0,89
55875.5;3280;3,31;6,39;0,34;0,89
55876.0;3280;3,22;6,19;0,34;0,89
55876.5;3230;2,23;4,30;0,21;0,92
55877.0;3230;0,00;0,00;0,21;1,00
55877.5;3180;0,00;0,00;0,23;0,98
55878.0;3130;0,00;0,00;0,21;1,00
55878.5;3050;0,00;0,00;0,21;1,00
55879.0;3010;0,00;0,00;0,21;1,00
55879.5;2930;0,00;0,00;0,21;1,00
55880.0;2880;0,00;0,00;0,21;1,00
55880.5;2810;0,00;0,00;0,21;1,00
55881.0;2760;0,00;0,00;0,20;1,01
55881.5;2680;0,00;0,00;0,20;1,01
55882.0;2630;0,00;0,00;0,20;1,01
55882.5;2550;0,00;0,00;0,21;1,01
55883.0;2500;0,00;0,00;0,21;1,00
55883.5;2450;0,00;0,00;0,21;1,00
55884.0;2370;0,00;0,00;0,21;1,00
55884.5;2320;0,00;0,00;0,21;1,00
55885.0;2240;0,00;0,00;0,21;1,00
55885.5;2190;0,00;0,00;0,21;1,00
55886.0;2120;0,00;0,00;0,23;1,00
55886.5;2070;0,00;0,00;0,21;1,00
55887.0;2020;0,00;0,00;0,21;1,00
55887.5;1940;0,00;0,00;0,21;1,00
55888.0;1890;0,00;0,00;0,23;0,98
