Time,STFT,LTFT,Podcisnienie,Podcisnienie Diego,RPM,Benzyna,Gaz,Cisnienie
55366.892103,0.0,1.5625,28.0,,1210.0,3.04,4.37,1.07
55367.597103,1.5625,0.78125,36.0,,910.0,3.16,4.33,1.07
55368.289103,0.0,0.78125,39.0,,860.0,3.11,4.23,1.10
55368.986103,-3.125,-3.125,40.0,,990.0,9.20,9.94,1.01
55369.678103,-3.90625,-5.46875,90.0,,1920.0,9.10,9.77,1.01
55370.378103,1.5625,-3.125,96.0,,1640.0,10.78,10.86,1.03
55371.055103,2.34375,-3.90625,95.0,,1850.0,10.10,10.42,1.01
55371.749103,11.71875,-5.46875,91.0,,2150.0,8.34,9.41,1.00
55372.447103,4.6875,-5.46875,76.0,,2460.0,6.89,8.53,1.01
55373.178103,2.34375,-3.90625,64.0,,2630.0,6.08,7.95,1.00
55373.859103,0.0,-3.90625,59.0,,2870.0,5.94,7.80,1.01
55374.595103,0.0,-3.90625,59.0,,2940.0,4.94,6.85,1.01
55375.297103,-10.15625,0.78125,31.0,,2980.0,3.10,4.62,1.01
55375.964103,-10.9375,-3.125,35.0,,2950.0,4.03,5.99,1.01
55376.696103,-2.34375,-3.90625,48.0,,2990.0,4.55,6.49,1.01
55377.368103,0.0,-5.46875,61.0,,3150.0,6.86,8.56,1.01
55378.061103,1.5625,-6.25,74.0,,3330.0,6.63,8.38,1.01
55379.422103,1.5625,-6.25,39.0,,2520.0,8.49,9.71,0.98
55380.097103,0.0,-5.46875,76.0,,2610.0,8.03,9.38,1.01
55380.747103,0.0,-5.46875,73.0,,2660.0,7.26,8.91,1.00
55381.415103,1.5625,-5.46875,72.0,,2780.0,7.07,8.73,1.01
55382.134103,3.90625,-5.46875,72.0,,2840.0,7.14,8.79,1.01
55382.798103,-3.125,-5.46875,67.0,,2910.0,4.52,6.26,1.07
55383.480103,-6.25,0.0,54.0,,2910.0,2.95,4.33,1.05
55384.195103,-3.90625,0.0,33.0,,2900.0,2.96,4.42,1.01
55384.857103,-5.46875,-3.90625,33.0,,2880.0,5.67,7.64,1.00
55385.536103,0.0,-3.90625,57.0,,2890.0,5.62,7.54,1.00
55386.225103,-2.34375,-3.90625,57.0,,2910.0,5.58,7.55,1.00
55386.912103,0.78125,-6.25,72.0,,3030.0,9.77,10.55,0.98
55387.626103,3.90625,-5.46875,93.0,,3100.0,6.58,8.40,1.00
55388.309103,-3.125,-3.90625,56.0,,3160.0,4.46,6.42,1.01
55388.968103,-3.90625,-3.90625,51.0,,3150.0,4.47,6.45,1.01
55389.615103,0.0,-5.46875,52.0,,3160.0,4.88,6.90,1.01
55390.308103,-3.90625,-3.90625,50.0,,3150.0,4.52,6.40,1.03
55390.984103,-5.46875,-3.90625,51.0,,3140.0,4.43,6.43,1.01
55391.728103,-3.90625,-5.46875,53.0,,3150.0,4.65,6.62,1.01
55392.424103,-6.25,-3.90625,53.0,,3170.0,4.70,6.69,1.01
55393.126103,-7.03125,-3.90625,52.0,,3160.0,4.07,6.11,1.01
55393.818103,-10.15625,-3.125,46.0,,3140.0,2.79,4.15,1.05
55394.525103,-10.15625,-3.125,33.0,,3140.0,2.86,4.31,1.01
55395.267103,-7.8125,-3.90625,44.0,,3130.0,4.38,6.40,1.01
55395.989103,-7.03125,-3.90625,49.0,,3150.0,4.14,6.17,1.01
55396.690103,-2.34375,-5.46875,51.0,,3170.0,5.20,7.24,1.00
55397.367103,-3.90625,-5.46875,60.0,,3240.0,5.19,7.19,1.01
55398.052103,-3.125,0.0,58.0,,3250.0,2.60,3.91,1.08
55398.730103,-10.15625,-2.34375,29.0,,3260.0,2.82,4.27,1.00
55399.378103,0.0,-2.34375,41.0,,3260.0,3.05,4.60,1.01
55400.055103,0.0,-5.46875,36.0,,3290.0,5.02,7.21,1.00
55400.747103,0.0,-3.90625,57.0,,3300.0,5.04,7.09,1.00
55401.436103,-2.34375,-3.90625,51.0,,3360.0,3.64,5.46,1.03
55402.121103,-2.34375,-3.125,43.0,,3390.0,3.60,5.51,1.00
55402.817103,0.0,-3.125,42.0,,3390.0,2.70,4.00,1.07
55405.011103,0.0,2.34375,22.0,,3340.0,2.28,3.65,1.03
55405.684103,0.0,3.90625,21.0,,3170.0,2.15,3.58,1.00
55408.451103,0.0,2.34375,22.0,,2850.0,2.41,3.80,1.01
55409.155103,0.0,3.90625,22.0,,2820.0,2.28,3.67,1.01
55409.851103,0.0,2.34375,21.0,,2760.0,2.35,3.73,1.10
55414.704103,0.0,0.0,23.0,,2220.0,0.00,0.00,1.10
55415.408103,0.78125,1.5625,30.0,,1100.0,3.20,4.45,1.05
55416.112103,0.78125,0.0,37.0,,950.0,3.39,4.82,1.07
55416.792103,0.0,0.0,42.0,,840.0,3.40,4.80,1.07
55417.495103,0.0,0.0,45.0,,810.0,3.32,4.64,1.08
55418.173103,-3.125,0.0,45.0,,790.0,3.19,4.40,1.08
55418.858103,-6.25,-3.90625,68.0,,1670.0,9.15,10.20,0.97
55419.536103,-2.34375,-6.25,93.0,,2590.0,11.81,12.18,0.98
55420.212103,0.0,-7.03125,96.0,,3100.0,11.85,12.47,0.95
55420.915103,0.0,-7.03125,95.0,,4520.0,13.48,15.06,0.85
55421.593103,0.0,-7.03125,96.0,,5060.0,13.34,15.00,0.85
55422.294103,0.0,-7.03125,95.0,,6300.0,14.09,16.42,0.79
55422.982103,0.0,-7.03125,94.0,,6980.0,13.46,16.41,0.74
55423.710103,0.0,-6.25,91.0,,1820.0,3.34,3.48,2.07
55424.379103,0.0,-7.03125,94.0,,4790.0,12.43,13.78,0.90
55425.102103,2.34375,-7.03125,95.0,,5040.0,13.05,14.51,0.87
55425.818103,4.6875,-7.03125,94.0,,5600.0,13.57,15.26,0.85
55430.020103,0.0,-7.03125,24.0,,4030.0,11.78,12.19,0.98
55430.695103,3.90625,-7.03125,93.0,,4020.0,12.79,13.76,0.92
55431.423103,0.0,-7.03125,96.0,,4450.0,13.10,14.20,0.92
55432.131103,0.0,-7.03125,96.0,,4670.0,11.37,12.42,0.92
55434.848103,0.0,2.34375,20.0,,3410.0,2.28,3.56,1.03
55435.552103,0.0,4.6875,21.0,,3080.0,2.13,3.56,1.00
55439.765103,1.5625,-5.46875,35.0,,2420.0,9.80,10.88,0.95
55440.463103,0.0,-6.25,76.0,,2430.0,10.42,10.80,1.00
55441.181103,8.59375,-6.25,93.0,,2450.0,10.67,11.24,0.97
55441.870103,18.75,-6.25,93.0,,2540.0,10.72,11.17,0.98
55442.578103,11.71875,-6.25,93.0,,2600.0,10.41,10.88,0.98
55443.249103,9.375,-6.25,90.0,,2630.0,9.78,10.46,1.00
55443.938103,12.5,-5.46875,82.0,,2700.0,7.42,9.14,1.00
55444.613103,1.5625,-3.90625,69.0,,2720.0,6.29,8.19,1.00
55445.290103,3.90625,-3.90625,56.0,,2750.0,5.18,7.34,0.98
55445.988103,3.90625,-3.90625,51.0,,2750.0,4.95,7.08,0.98
55446.672103,3.90625,-3.90625,52.0,,2760.0,5.03,7.10,1.00
55447.341103,9.375,-3.125,50.0,,2780.0,4.64,6.78,1.00
55448.041103,8.59375,-3.125,48.0,,2790.0,4.23,6.30,1.00
55448.744103,3.90625,-2.34375,42.0,,2800.0,3.91,5.99,1.00
55449.402103,4.6875,-2.34375,40.0,,2810.0,3.67,5.68,1.00
55450.111103,5.46875,-2.34375,39.0,,2810.0,3.72,5.78,0.98
55450.783103,2.34375,-2.34375,40.0,,2800.0,3.75,5.93,0.98
55451.487103,0.0,-2.34375,40.0,,2800.0,3.86,5.98,0.98
55452.192103,-3.125,-2.34375,40.0,,2790.0,3.70,5.74,0.98
55452.885103,-3.90625,-2.34375,40.0,,2780.0,3.96,6.03,1.00
55453.609103,-3.90625,-2.34375,41.0,,2780.0,3.89,6.05,0.98
55454.269103,-2.34375,3.90625,39.0,,2720.0,2.18,3.59,1.10
55466.717103,1.5625,-2.34375,27.0,,2290.0,5.77,7.91,0.98
55467.402103,0.0,-2.34375,58.0,,1940.0,6.02,8.07,0.99
55468.097103,0.0,-3.90625,62.0,,1970.0,5.89,7.90,1.00
55468.785103,0.0,-3.90625,63.0,,2020.0,5.53,7.57,1.00
55469.473103,-5.46875,-3.90625,63.0,,2050.0,5.27,7.31,1.00
55470.146103,0.0,-3.125,61.0,,2070.0,4.54,6.68,1.00
55470.831103,-7.03125,-2.34375,50.0,,2100.0,3.59,5.47,1.01
55471.511103,-3.90625,-2.34375,44.0,,2100.0,3.43,5.20,1.01
55472.263103,-5.46875,-2.34375,40.0,,2100.0,3.41,5.17,1.01
55472.931103,-3.90625,-2.34375,41.0,,2110.0,3.30,5.00,1.01
55473.627103,-2.34375,-2.34375,41.0,,2110.0,3.52,5.35,1.00
55474.325103,-5.46875,-2.34375,43.0,,2100.0,3.59,5.46,1.01
55474.991103,0.0,-2.34375,43.0,,2100.0,3.39,5.15,1.01
55475.684103,0.0,-2.34375,42.0,,2100.0,3.55,5.40,1.01
55476.408103,-3.90625,-2.34375,43.0,,2090.0,3.52,5.34,1.01
55477.134103,0.0,-2.34375,44.0,,2090.0,3.45,5.24,1.01
55477.830103,2.34375,-2.34375,43.0,,2080.0,3.46,5.25,1.01
55478.509103,-2.34375,-2.34375,43.0,,2080.0,3.45,5.24,1.01
55479.192103,4.6875,-2.34375,43.0,,2100.0,3.38,5.12,1.01
55479.893103,1.5625,-2.34375,42.0,,2100.0,3.52,5.34,1.00
55480.574103,0.0,-2.34375,42.0,,2110.0,3.39,5.14,1.01
55481.240103,5.46875,-2.34375,42.0,,2110.0,3.50,5.32,1.01
55481.952103,1.5625,-2.34375,41.0,,2140.0,3.36,5.09,1.01
55482.649103,5.46875,-2.34375,41.0,,2140.0,3.34,5.07,1.01
55483.352103,-2.34375,0.0,40.0,,2160.0,3.25,4.94,1.00
55484.020103,2.34375,0.0,39.0,,2180.0,3.10,4.59,1.01
55484.711103,4.6875,0.0,38.0,,2190.0,3.26,4.96,1.00
55485.383103,0.78125,0.0,38.0,,2210.0,3.23,4.92,1.00
55486.080103,8.59375,0.0,37.0,,2210.0,3.20,4.98,1.00
55486.749103,3.90625,0.0,37.0,,2220.0,3.21,4.89,1.00
55487.444103,1.5625,0.0,37.0,,2230.0,3.15,4.79,1.00
55488.151103,9.375,0.0,35.0,,2240.0,3.03,4.60,1.01
55488.834103,7.8125,0.0,36.0,,2240.0,3.18,4.95,1.00
55489.536103,1.5625,0.0,36.0,,2240.0,3.09,4.70,1.00
55490.258103,0.78125,0.0,36.0,,2240.0,3.12,4.74,1.00
55490.942103,0.0,0.0,36.0,,2240.0,3.09,4.70,1.00
55491.641103,4.6875,0.0,36.0,,2230.0,3.12,4.74,1.00
55492.317103,1.5625,0.0,36.0,,2230.0,3.25,4.95,1.00
55492.993103,0.0,0.0,36.0,,2220.0,3.08,4.68,1.00
55493.673103,0.78125,0.0,36.0,,2220.0,3.19,4.85,1.00
55494.347103,-3.125,0.0,37.0,,2200.0,3.19,4.86,1.00
55495.083103,4.6875,-5.46875,38.0,,2220.0,7.02,9.15,0.95
55495.782103,2.34375,-5.46875,74.0,,2270.0,6.89,8.98,0.97
55496.473103,4.6875,-5.46875,73.0,,2330.0,6.98,9.00,0.98
55497.187103,5.46875,-5.46875,73.0,,2370.0,7.28,9.27,0.97
55497.892103,5.46875,-5.46875,66.0,,2450.0,6.66,8.72,0.97
55498.614103,8.59375,-5.46875,67.0,,2480.0,6.78,8.86,0.95
55499.297103,5.46875,-5.46875,66.0,,2560.0,6.74,8.93,0.97
55500.022103,3.90625,-5.46875,64.0,,2590.0,6.47,8.65,0.97
55500.720103,0.78125,-5.46875,64.0,,2650.0,6.30,8.55,0.97
55501.430103,0.0,-5.46875,63.0,,2740.0,6.25,8.59,0.97
55502.145103,0.0,-5.46875,63.0,,2780.0,6.10,8.38,0.97
55502.837103,-2.34375,-3.90625,62.0,,2900.0,5.78,8.09,0.97
55503.543103,-3.125,-3.90625,62.0,,2940.0,5.70,7.99,0.97
55504.261103,-2.34375,-3.90625,60.0,,3030.0,4.69,6.84,1.00
55504.970103,-6.25,4.6875,57.0,,3020.0,2.05,3.43,1.05
55508.552103,0.0,2.34375,18.0,,2990.0,2.41,3.97,1.00
55509.238103,0.0,2.34375,20.0,,2810.0,2.36,3.91,0.98
55509.990103,0.0,2.34375,23.0,,2770.0,2.33,3.94,1.00
55510.695103,0.0,2.34375,22.0,,2750.0,2.49,3.95,1.00
55512.066103,0.0,0.78125,19.0,,2690.0,2.35,3.90,0.98
55512.775103,0.0,1.5625,22.0,,2610.0,2.50,3.96,1.00
55513.493103,0.0,2.34375,23.0,,2580.0,2.39,3.86,1.00
55514.189103,0.0,2.34375,22.0,,2580.0,2.41,3.89,1.00
55514.903103,-3.125,-3.125,28.0,,2590.0,6.32,8.90,0.93
55515.574103,2.34375,-5.46875,63.0,,2590.0,8.22,10.39,0.92
55516.261103,9.375,-6.25,92.0,,2720.0,10.34,11.45,0.95
55516.933103,7.8125,-6.25,93.0,,2760.0,13.23,14.47,0.92
55517.615103,6.25,-6.25,96.0,,2890.0,12.30,13.41,0.93
55518.333103,0.0,-6.25,96.0,,3090.0,11.67,12.79,0.93
55519.009103,0.0,-7.03125,96.0,,3160.0,11.46,12.34,0.95
55519.702103,0.0,-7.03125,96.0,,3280.0,11.64,12.51,0.95
55520.410103,0.0,-7.03125,96.0,,3440.0,11.68,12.62,0.95
55533.697103,0.0,0.78125,18.0,,1940.0,0.00,0.00,1.36
55534.379103,0.0,0.0,26.0,,2650.0,2.92,4.52,0.99
55535.087103,0.0,0.78125,27.0,,2640.0,2.75,4.22,0.99
55535.791103,0.0,0.0,26.0,,2610.0,2.87,4.36,1.00
55536.468103,0.78125,0.0,28.0,,2610.0,3.36,5.25,0.97
55537.160103,0.78125,0.0,33.0,,2600.0,3.20,4.95,0.98
55537.861103,5.46875,0.0,32.0,,2590.0,2.90,4.47,0.98
55538.545103,8.59375,0.78125,28.0,,2580.0,2.78,4.25,1.00
55539.217103,2.34375,0.78125,27.0,,2570.0,2.77,4.24,1.00
55539.906103,2.34375,1.5625,27.0,,2540.0,2.46,3.93,1.00
55540.604103,-3.90625,1.5625,24.0,,2520.0,2.35,3.94,1.00
55541.327103,-10.9375,1.5625,25.0,,2490.0,2.41,3.99,1.00
55542.029103,-3.125,0.78125,25.0,,2480.0,2.77,4.30,0.98
55542.706103,4.6875,0.0,32.0,,2440.0,3.16,4.94,0.98
55543.402103,0.78125,0.0,33.0,,2430.0,3.21,5.02,0.98
55544.080103,4.6875,-2.34375,35.0,,2420.0,3.77,5.97,0.98
55544.768103,-3.90625,-3.125,40.0,,2430.0,5.89,8.56,0.93
55545.481103,1.5625,-3.90625,51.0,,2410.0,5.20,7.54,0.95
55546.135103,2.34375,-3.90625,59.0,,2430.0,5.44,7.79,0.95
55546.818103,0.78125,-5.46875,63.0,,2470.0,6.35,8.72,0.95
55547.497103,3.90625,-5.46875,64.0,,2510.0,6.81,8.98,0.97
55548.155103,2.34375,-3.90625,67.0,,2530.0,6.12,8.40,0.97
55548.839103,2.34375,-3.90625,64.0,,2600.0,5.56,7.88,0.97
55549.489103,3.90625,-3.125,59.0,,2610.0,4.26,6.50,0.98
55550.920103,0.0,2.34375,18.0,,2580.0,2.50,3.97,1.01
55551.612103,0.0,0.0,20.0,,2540.0,3.13,4.92,0.98
55552.283103,0.0,0.0,32.0,,2510.0,3.94,6.30,0.97
55552.950103,0.0,-3.125,38.0,,2510.0,4.54,7.08,0.95
55553.681103,4.6875,-3.125,54.0,,2530.0,5.20,7.51,0.97
55554.364103,5.46875,-3.125,51.0,,2550.0,4.47,6.77,0.97
55555.066103,0.78125,-3.125,44.0,,2570.0,4.18,6.51,0.97
55555.750103,1.5625,-2.34375,44.0,,2580.0,3.57,5.65,0.97
55556.452103,1.5625,0.0,38.0,,2560.0,2.23,3.58,1.01
55557.151103,0.0,2.34375,21.0,,2540.0,2.35,3.93,1.07
55557.811103,0.0,3.90625,19.0,,2510.0,2.17,3.64,1.00
55558.491103,0.0,3.90625,20.0,,2490.0,2.27,3.74,1.00
55559.169103,0.0,4.6875,20.0,,2460.0,2.17,3.52,1.00
55569.702103,0.0,0.0,23.0,,2260.0,2.44,3.39,1.01
55570.393103,0.0,0.0,27.0,,1140.0,2.41,3.11,1.05
55571.144103,0.0,0.0,29.0,,1060.0,2.38,3.04,1.03
55571.829103,0.0,1.5625,32.0,,870.0,2.78,3.91,1.05
55572.506103,1.5625,2.34375,37.0,,810.0,2.91,4.03,1.05
55573.181103,3.90625,2.34375,37.0,,800.0,2.91,4.05,1.05
55573.931103,1.5625,2.34375,38.0,,780.0,2.82,3.87,1.03
55574.640103,0.78125,1.5625,37.0,,770.0,2.87,3.97,1.05
55575.349103,0.0,1.5625,39.0,,760.0,2.91,4.05,1.05
55576.049103,0.0,1.5625,39.0,,760.0,3.03,4.28,1.03
55576.793103,-2.34375,0.78125,40.0,,750.0,3.05,4.32,1.05
55577.513103,-3.125,0.78125,41.0,,750.0,3.03,4.28,1.05
55578.181103,-3.90625,0.78125,41.0,,750.0,2.99,4.20,1.03
55578.866103,-5.46875,0.78125,41.0,,750.0,3.01,4.26,1.03
55579.560103,-5.46875,0.78125,42.0,,740.0,3.04,4.32,1.03
55580.233103,-6.25,0.78125,43.0,,740.0,3.05,4.32,1.05
55580.932103,-7.03125,0.78125,43.0,,740.0,3.05,4.34,1.05
55581.625103,-6.25,0.78125,43.0,,740.0,3.09,4.41,1.03
55582.325103,-5.46875,0.78125,43.0,,740.0,3.04,4.32,1.03
55582.990103,-7.03125,0.78125,43.0,,740.0,3.04,4.31,1.03
55583.706103,-7.8125,0.78125,43.0,,740.0,3.05,4.33,1.03
55584.412103,-6.25,0.78125,43.0,,740.0,3.08,4.39,1.03
55585.129103,-2.34375,-3.125,43.0,,740.0,3.05,4.33,1.03
55585.831103,-3.125,-3.125,43.0,,740.0,3.09,4.41,1.03
55586.558103,0.0,-3.125,43.0,,740.0,3.12,4.48,1.03
55587.248103,0.0,-3.125,43.0,,740.0,3.12,4.48,1.03
55587.935103,-3.125,-3.125,43.0,,740.0,3.13,4.49,1.03
55588.607103,-2.34375,-3.125,44.0,,740.0,3.15,4.52,1.01
55589.304103,0.0,-3.125,43.0,,740.0,3.13,4.49,1.03
55589.989103,-3.125,-3.125,44.0,,740.0,3.11,4.46,1.03
55590.714103,-3.90625,-3.125,44.0,,740.0,3.11,4.46,1.03
55591.407103,-2.34375,-3.125,44.0,,740.0,3.15,4.53,1.03
55592.115103,0.0,-3.125,44.0,,750.0,3.14,4.51,1.03
55592.822103,-3.90625,-3.125,44.0,,750.0,3.17,4.57,1.03
55593.498103,-2.34375,-3.125,44.0,,750.0,3.13,4.49,1.03
55594.188103,-3.125,-3.125,44.0,,760.0,3.11,4.45,1.03
55594.930103,-3.90625,-3.125,44.0,,750.0,3.14,4.52,1.03
55595.626103,-2.34375,-3.125,45.0,,750.0,3.14,4.52,1.01
55596.304103,0.0,-3.125,44.0,,770.0,3.13,4.50,1.01
55596.968103,-3.125,-3.125,44.0,,760.0,3.13,4.51,1.01
55597.685103,-3.90625,-3.125,45.0,,760.0,3.09,4.42,1.03
55598.361103,-3.125,-3.125,44.0,,760.0,3.16,4.55,1.01
55599.068103,-2.34375,-3.125,44.0,,760.0,3.19,4.64,1.01
55599.786103,0.0,-3.125,45.0,,770.0,3.23,4.72,1.01
55600.490103,-3.90625,-3.125,46.0,,770.0,3.25,4.74,1.01
55601.173103,-5.46875,-3.125,46.0,,770.0,3.20,4.64,1.03
55601.877103,-3.90625,-3.125,46.0,,760.0,3.24,4.70,1.01
55602.582103,-3.125,-3.125,46.0,,760.0,3.22,4.66,1.01
55603.298103,-5.46875,-3.125,46.0,,780.0,3.14,4.52,1.03
55603.999103,-3.90625,-3.125,46.0,,780.0,3.18,4.62,1.01
55604.708103,-3.125,-3.125,45.0,,780.0,3.19,4.61,1.03
55605.406103,-3.125,-3.125,45.0,,780.0,3.22,4.68,1.03
55606.119103,-2.34375,-3.125,47.0,,760.0,3.36,4.96,1.01
55606.801103,-3.90625,-3.125,46.0,,770.0,3.22,4.71,1.01
55607.469103,-5.46875,-3.125,46.0,,770.0,3.19,4.54,1.01
55608.150103,-5.46875,-3.125,45.0,,770.0,3.05,4.36,1.01
55608.825103,-3.90625,-3.125,44.0,,770.0,2.89,4.05,1.01
55609.523103,-3.125,-2.34375,42.0,,770.0,2.87,4.02,1.01
55610.236103,0.0,-2.34375,40.0,,770.0,2.89,4.03,1.01
55610.933103,0.78125,-2.34375,40.0,,770.0,2.93,4.17,1.01
55611.629103,0.0,-2.34375,39.0,,770.0,2.88,4.06,1.01
55612.333103,0.0,-2.34375,39.0,,760.0,2.86,4.02,1.01
55613.018103,0.0,-2.34375,40.0,,760.0,2.86,4.02,1.01
55613.727103,0.78125,-2.34375,40.0,,760.0,2.87,4.03,1.03
55614.427103,0.78125,-2.34375,39.0,,760.0,2.71,3.74,1.01
55615.110103,0.0,0.0,38.0,,760.0,2.72,3.72,1.01
55615.821103,-3.125,0.0,37.0,,770.0,2.68,3.58,1.01
55616.531103,-5.46875,0.0,37.0,,770.0,2.77,3.94,1.01
55617.253103,0.78125,0.0,38.0,,760.0,2.82,3.94,1.01
55617.980103,0.0,-2.34375,38.0,,760.0,2.94,4.13,1.01
55618.679103,0.0,-3.125,40.0,,760.0,3.10,4.48,1.01
55619.404103,0.0,-3.125,44.0,,760.0,3.20,4.59,1.01
55620.127103,-2.34375,-3.125,45.0,,760.0,3.22,4.73,1.01
55620.825103,-6.25,-3.90625,92.0,,2160.0,7.54,9.95,0.93
55621.535103,0.0,-3.125,82.0,,1870.0,8.24,10.15,0.95
55622.242103,0.78125,-2.34375,90.0,,1640.0,7.64,9.65,0.97
55622.950103,5.46875,-6.25,91.0,,2570.0,9.95,11.47,0.93
55623.634103,5.46875,-7.03125,93.0,,3220.0,10.12,11.73,0.92
55624.330103,18.75,-6.25,89.0,,3990.0,3.46,5.14,1.17
55625.023103,7.8125,-3.125,23.0,,3510.0,4.17,6.92,0.90
55625.701103,0.0,-5.46875,59.0,,2910.0,8.27,9.82,0.95
55626.439103,0.0,3.90625,70.0,,3060.0,2.12,3.58,1.00
55627.140103,0.0,5.46875,20.0,,3090.0,1.93,3.53,0.95
55627.860103,-5.46875,-3.125,28.0,,3180.0,5.12,7.98,0.89
55628.573103,-3.125,-7.03125,47.0,,3330.0,8.62,10.55,0.92
55629.236103,6.25,-3.125,83.0,,3550.0,8.07,10.26,0.92
55634.104103,0.0,2.34375,19.0,,3200.0,0.00,0.00,1.08
55634.811103,0.0,2.34375,19.0,,2480.0,2.36,3.93,0.98
55635.484103,0.0,2.34375,22.0,,2480.0,2.34,3.39,0.98
55636.183103,0.0,3.90625,22.0,,2510.0,2.24,3.77,0.98
55636.885103,0.0,4.6875,21.0,,2550.0,2.19,3.71,0.98
55637.578103,0.0,3.90625,21.0,,2560.0,2.17,3.70,0.98
55638.279103,-2.34375,1.5625,21.0,,2580.0,2.71,4.21,0.98
55638.963103,-2.34375,0.78125,27.0,,2610.0,2.72,4.24,0.97
55639.647103,5.46875,2.34375,26.0,,2630.0,2.61,4.16,0.97
55640.350103,0.78125,1.5625,24.0,,2670.0,2.34,3.99,0.98
55641.034103,-7.03125,2.34375,24.0,,2690.0,2.22,3.77,0.98
55641.773103,-5.46875,3.90625,21.0,,2700.0,2.39,3.93,0.98
55645.177103,0.0,0.0,19.0,,2660.0,2.80,4.46,0.97
55645.880103,0.0,0.78125,26.0,,2660.0,2.64,4.18,0.97
55646.608103,0.0,1.5625,24.0,,2680.0,2.55,4.11,0.97
55647.279103,0.0,2.34375,24.0,,2700.0,2.23,3.76,0.98
55647.936103,0.0,3.90625,22.0,,2740.0,2.33,3.97,0.97
55648.679103,-2.34375,3.90625,22.0,,2740.0,2.27,3.91,0.98
55668.828103,0.0,0.78125,21.0,,2430.0,2.27,3.31,0.98
55669.514103,0.0,-2.34375,22.0,,1470.0,5.20,7.62,0.97
55670.206103,0.0,1.5625,45.0,,1560.0,3.16,4.94,0.98
55670.919103,0.0,0.78125,21.0,,2600.0,2.78,4.37,0.97
55671.642103,1.5625,-2.34375,30.0,,2640.0,4.05,6.62,0.93
55672.333103,0.0,-2.34375,41.0,,2760.0,4.07,6.61,0.93
55673.028103,0.78125,-2.34375,40.0,,2800.0,3.80,6.26,0.93
55673.722103,0.78125,-2.34375,40.0,,2850.0,3.78,6.23,0.93
55674.409103,0.0,-2.34375,40.0,,2960.0,3.45,5.67,0.93
55675.107103,0.0,0.0,39.0,,3020.0,3.31,5.44,0.93
55675.840103,-5.46875,0.0,37.0,,3070.0,3.19,5.19,0.95
55676.521103,-5.46875,0.0,37.0,,3090.0,2.99,4.95,0.95
55677.220103,-7.8125,1.5625,32.0,,3080.0,2.45,4.08,0.95
55677.925103,-14.84375,2.34375,26.0,,3040.0,2.15,3.75,0.97
55678.629103,-21.09375,2.34375,26.0,,2980.0,2.00,3.58,0.97
55679.316103,-21.09375,2.34375,25.0,,2920.0,2.13,3.73,0.97
55679.994103,-14.84375,1.5625,25.0,,2890.0,2.20,3.92,0.97
55680.698103,-7.8125,2.34375,25.0,,2860.0,2.24,3.82,0.98
55681.391103,-9.375,-6.25,25.0,,2910.0,9.56,11.23,0.93
55682.045103,0.0,-6.25,96.0,,2980.0,11.41,13.02,0.92
55682.726103,0.0,-7.03125,96.0,,3340.0,11.33,12.93,0.90
55683.405103,0.0,-7.03125,96.0,,3850.0,6.68,8.88,0.98
55684.106103,8.59375,-2.34375,69.0,,3930.0,3.39,5.33,1.00
55685.540103,0.0,0.78125,21.0,,2890.0,2.74,4.42,0.95
55686.256103,0.0,0.0,25.0,,2740.0,3.07,5.04,0.95
55686.963103,0.0,-2.34375,30.0,,2740.0,3.72,6.19,0.93
55687.663103,0.78125,-3.125,39.0,,2730.0,4.15,6.77,0.95
55688.333103,5.46875,-2.34375,43.0,,2720.0,3.78,6.18,0.95
55689.050103,11.71875,-2.34375,39.0,,2710.0,3.74,6.11,0.95
55689.742103,11.71875,0.0,37.0,,2690.0,3.16,5.04,0.97
55690.394103,21.09375,1.5625,30.0,,2630.0,2.74,4.34,0.97
55691.060103,9.375,0.78125,25.0,,2590.0,2.73,4.33,0.97
55691.786103,1.5625,3.90625,26.0,,2500.0,2.15,3.75,0.97
55692.509103,-3.125,0.78125,22.0,,2460.0,2.51,4.10,0.98
55693.219103,0.78125,0.78125,27.0,,2420.0,2.61,4.17,0.97
55693.905103,8.59375,0.0,32.0,,2350.0,3.16,5.01,0.98
55694.617103,6.25,0.0,34.0,,2340.0,3.15,5.02,0.97
55696.750103,0.0,2.34375,21.0,,2100.0,2.44,4.02,0.98
55697.440103,0.0,0.0,24.0,,2090.0,2.96,4.59,0.98
55698.125103,0.0,0.0,32.0,,2060.0,2.92,4.60,0.98
55698.826103,0.0,1.5625,32.0,,2050.0,2.38,3.90,0.98
55699.513103,-3.125,1.5625,27.0,,2040.0,2.40,3.99,0.98
55700.222103,-7.8125,1.5625,28.0,,2030.0,2.33,3.95,1.00
55700.937103,-7.8125,6.25,24.0,,2020.0,1.87,3.35,1.00
55705.134103,0.0,0.0,23.0,,1560.0,2.48,3.99,1.00
55705.814103,0.0,-2.34375,32.0,,930.0,2.76,3.96,1.01
55706.514103,0.0,-2.34375,37.0,,860.0,2.69,3.71,1.01
55707.201103,1.5625,-3.125,45.0,,870.0,5.53,7.93,0.97
55707.894103,-2.34375,0.0,52.0,,1980.0,2.63,4.10,1.00
55708.580103,-2.34375,0.0,30.0,,18.0,2.17,3.68,1.00
55709.266103,0.0,0.0,24.0,,1840.0,2.25,3.81,0.98
55709.960103,0.0,0.0,25.0,,1800.0,2.39,3.97,0.98
